Editar Regla|Editar Regla
Nombre|Nombre
&#39;/&gt;|'/>
Mostrar a proveedor|Mostrar a proveedor
&#39; id=&#39;rcode&#39;/&gt; |' id='rcode'/> 
Editar|Editar
