Tarifas|Tarifas
Seleccione el proveedor|Seleccione el proveedor
-- Seleccion un proveedor --|-- Seleccion un proveedor --
Nueva Tarifa|Nueva Tarifa
Nombre Tarifa |Nombre Tarifa 
Seleccione una Tarifa|Seleccione una Tarifa
 Tarifa | Tarifa 
 de | de 
